year,region,species,population
2007,Addis Ababa,Head: 1-9,0
2008,Addis Ababa,Head: 1-9,0
2009,Addis Ababa,Head: 1-9,0
2010,Addis Ababa,Head: 1-9,0
2011,Addis Ababa,Head: 1-9,0
2012,Addis Ababa,Head: 1-9,0
2013,Addis Ababa,Head: 1-9,0
2014,Addis Ababa,Head: 1-9,0
2015,Addis Ababa,Head: 1-9,0
2016,Addis Ababa,Head: 1-9,0
2017,Addis Ababa,Head: 1-9,0
2018,Addis Ababa,Head: 1-9,0
2019,Addis Ababa,Head: 1-9,0
2020,Addis Ababa,Head: 1-9,0
2003,Afar,Head: 1-9,0
2004,Afar,Head: 1-9,4994
2005,Afar,Head: 1-9,5017
2006,Afar,Head: 1-9,5272
2007,Afar,Head: 1-9,7221
2008,Afar,Head: 1-9,4270
2009,Afar,Head: 1-9,3789
2010,Afar,Head: 1-9,7649
2011,Afar,Head: 1-9,4853
2012,Afar,Head: 1-9,0
2013,Afar,Head: 1-9,16764
2014,Afar,Head: 1-9,22994
2015,Afar,Head: 1-9,13911
2016,Afar,Head: 1-9,14759
2017,Afar,Head: 1-9,17009
2018,Afar,Head: 1-9,23926
2019,Afar,Head: 1-9,8584
2020,Afar,Head: 1-9,10108
2003,Amhara,Head: 1-9,0
2004,Amhara,Head: 1-9,1787664
2005,Amhara,Head: 1-9,1770331
2006,Amhara,Head: 1-9,1823830
2007,Amhara,Head: 1-9,2111739
2008,Amhara,Head: 1-9,2230697
2009,Amhara,Head: 1-9,2270568
2010,Amhara,Head: 1-9,2344082
2011,Amhara,Head: 1-9,2354232
2012,Amhara,Head: 1-9,0
2013,Amhara,Head: 1-9,2448373
2014,Amhara,Head: 1-9,2634675
2015,Amhara,Head: 1-9,2227965
2016,Amhara,Head: 1-9,2499496
2017,Amhara,Head: 1-9,2764765
2018,Amhara,Head: 1-9,2439467
2019,Amhara,Head: 1-9,2416473
2020,Amhara,Head: 1-9,2675558
2003,Benishangul Gumz,Head: 1-9,0
2004,Benishangul Gumz,Head: 1-9,65930
2005,Benishangul Gumz,Head: 1-9,62207
2006,Benishangul Gumz,Head: 1-9,65147
2007,Benishangul Gumz,Head: 1-9,59551
2008,Benishangul Gumz,Head: 1-9,58220
2009,Benishangul Gumz,Head: 1-9,63013
2010,Benishangul Gumz,Head: 1-9,85323
2011,Benishangul Gumz,Head: 1-9,91242
2012,Benishangul Gumz,Head: 1-9,95501
2013,Benishangul Gumz,Head: 1-9,88136
2014,Benishangul Gumz,Head: 1-9,104984
2015,Benishangul Gumz,Head: 1-9,88422
2016,Benishangul Gumz,Head: 1-9,101187
2017,Benishangul Gumz,Head: 1-9,122929
2018,Benishangul Gumz,Head: 1-9,102461
2019,Benishangul Gumz,Head: 1-9,79518
2020,Benishangul Gumz,Head: 1-9,71773
2003,Dire Dawa,Head: 1-9,0
2004,Dire Dawa,Head: 1-9,10438
2005,Dire Dawa,Head: 1-9,10221
2006,Dire Dawa,Head: 1-9,10923
2007,Dire Dawa,Head: 1-9,12222
2008,Dire Dawa,Head: 1-9,13529
2009,Dire Dawa,Head: 1-9,13094
2010,Dire Dawa,Head: 1-9,13904
2011,Dire Dawa,Head: 1-9,14599
2012,Dire Dawa,Head: 1-9,15862
2013,Dire Dawa,Head: 1-9,15753
2014,Dire Dawa,Head: 1-9,16010
2015,Dire Dawa,Head: 1-9,15595
2016,Dire Dawa,Head: 1-9,16127
2017,Dire Dawa,Head: 1-9,16329
2018,Dire Dawa,Head: 1-9,15791
2019,Dire Dawa,Head: 1-9,24051
2020,Dire Dawa,Head: 1-9,25934
2003,Gambela,Head: 1-9,0
2004,Gambela,Head: 1-9,0
2005,Gambela,Head: 1-9,0
2006,Gambela,Head: 1-9,0
2007,Gambela,Head: 1-9,10776
2008,Gambela,Head: 1-9,10441
2009,Gambela,Head: 1-9,10999
2010,Gambela,Head: 1-9,12326
2011,Gambela,Head: 1-9,12330
2012,Gambela,Head: 1-9,15851
2013,Gambela,Head: 1-9,19424
2014,Gambela,Head: 1-9,16959
2015,Gambela,Head: 1-9,21371
2016,Gambela,Head: 1-9,21035
2017,Gambela,Head: 1-9,22945
2018,Gambela,Head: 1-9,19468
2019,Gambela,Head: 1-9,15085
2020,Gambela,Head: 1-9,13563
2003,Harari,Head: 1-9,0
2004,Harari,Head: 1-9,5964
2005,Harari,Head: 1-9,6041
2006,Harari,Head: 1-9,5704
2007,Harari,Head: 1-9,6595
2008,Harari,Head: 1-9,6709
2009,Harari,Head: 1-9,5880
2010,Harari,Head: 1-9,7568
2011,Harari,Head: 1-9,7505
2012,Harari,Head: 1-9,8962
2013,Harari,Head: 1-9,9147
2014,Harari,Head: 1-9,10148
2015,Harari,Head: 1-9,8940
2016,Harari,Head: 1-9,11325
2017,Harari,Head: 1-9,12518
2018,Harari,Head: 1-9,11709
2019,Harari,Head: 1-9,18332
2020,Harari,Head: 1-9,16872
2003,Oromoa,Head: 1-9,0
2004,Oromoa,Head: 1-9,1884560
2005,Oromoa,Head: 1-9,1871721
2006,Oromoa,Head: 1-9,2033460
2007,Oromoa,Head: 1-9,2123145
2008,Oromoa,Head: 1-9,2197928
2009,Oromoa,Head: 1-9,2371946
2010,Oromoa,Head: 1-9,2379407
2011,Oromoa,Head: 1-9,2450023
2012,Oromoa,Head: 1-9,0
2013,Oromoa,Head: 1-9,2557451
2014,Oromoa,Head: 1-9,2660058
2015,Oromoa,Head: 1-9,2302447
2016,Oromoa,Head: 1-9,2581321
2017,Oromoa,Head: 1-9,2563958
2018,Oromoa,Head: 1-9,2647885
2019,Oromoa,Head: 1-9,0
2020,Oromoa,Head: 1-9,2782300
2003,SNNPR,Head: 1-9,0
2004,SNNPR,Head: 1-9,1123902
2005,SNNPR,Head: 1-9,1055862
2006,SNNPR,Head: 1-9,1085253
2007,SNNPR,Head: 1-9,1249950
2008,SNNPR,Head: 1-9,1091239
2009,SNNPR,Head: 1-9,1221214
2010,SNNPR,Head: 1-9,1513787
2011,SNNPR,Head: 1-9,132432
2012,SNNPR,Head: 1-9,1422122
2013,SNNPR,Head: 1-9,1491832
2014,SNNPR,Head: 1-9,1529187
2015,SNNPR,Head: 1-9,1357601
2016,SNNPR,Head: 1-9,1702225
2017,SNNPR,Head: 1-9,1721873
2018,SNNPR,Head: 1-9,1491023
2019,SNNPR,Head: 1-9,1423844
2020,SNNPR,Head: 1-9,1282174
2003,Somali,Head: 1-9,0
2004,Somali,Head: 1-9,23583
2005,Somali,Head: 1-9,14371
2006,Somali,Head: 1-9,17777
2007,Somali,Head: 1-9,18166
2008,Somali,Head: 1-9,13878
2009,Somali,Head: 1-9,11547
2010,Somali,Head: 1-9,15127
2011,Somali,Head: 1-9,16217
2012,Somali,Head: 1-9,21366
2013,Somali,Head: 1-9,24586
2014,Somali,Head: 1-9,24547
2015,Somali,Head: 1-9,18775
2016,Somali,Head: 1-9,22616
2017,Somali,Head: 1-9,18713
2018,Somali,Head: 1-9,18713
2019,Somali,Head: 1-9,32312
2020,Somali,Head: 1-9,26408
2003,Tigray,Head: 1-9,0
2004,Tigray,Head: 1-9,401235
2005,Tigray,Head: 1-9,387122
2006,Tigray,Head: 1-9,410272
2007,Tigray,Head: 1-9,459732
2008,Tigray,Head: 1-9,470467
2009,Tigray,Head: 1-9,492958
2010,Tigray,Head: 1-9,524225
2011,Tigray,Head: 1-9,516944
2012,Tigray,Head: 1-9,0
2013,Tigray,Head: 1-9,623907
2014,Tigray,Head: 1-9,671628
2015,Tigray,Head: 1-9,632945
2016,Tigray,Head: 1-9,726744
2017,Tigray,Head: 1-9,832644
2018,Tigray,Head: 1-9,776435
2019,Tigray,Head: 1-9,739861
2020,Tigray,Head: 1-9,1124163
2003,Addis Ababa,Head: 10-49,0
2004,Addis Ababa,Head: 10-49,637
2005,Addis Ababa,Head: 10-49,705
2006,Addis Ababa,Head: 10-49,530
2007,Addis Ababa,Head: 10-49,0
2008,Addis Ababa,Head: 10-49,0
2009,Addis Ababa,Head: 10-49,0
2010,Addis Ababa,Head: 10-49,0
2011,Addis Ababa,Head: 10-49,0
2012,Addis Ababa,Head: 10-49,0
2013,Addis Ababa,Head: 10-49,0
2014,Addis Ababa,Head: 10-49,0
2015,Addis Ababa,Head: 10-49,0
2016,Addis Ababa,Head: 10-49,0
2017,Addis Ababa,Head: 10-49,0
2018,Addis Ababa,Head: 10-49,0
2019,Addis Ababa,Head: 10-49,0
2020,Addis Ababa,Head: 10-49,0
2003,Afar,Head: 10-49,0
2004,Afar,Head: 10-49,1346
2005,Afar,Head: 10-49,1674
2006,Afar,Head: 10-49,1615
2007,Afar,Head: 10-49,1703
2008,Afar,Head: 10-49,728
2009,Afar,Head: 10-49,872
2010,Afar,Head: 10-49,2693
2011,Afar,Head: 10-49,2578
2012,Afar,Head: 10-49,0
2013,Afar,Head: 10-49,3454
2014,Afar,Head: 10-49,3524
2015,Afar,Head: 10-49,3954
2016,Afar,Head: 10-49,6625
2017,Afar,Head: 10-49,7410
2018,Afar,Head: 10-49,6422
2019,Afar,Head: 10-49,3255
2020,Afar,Head: 10-49,2760
2003,Amhara,Head: 10-49,0
2004,Amhara,Head: 10-49,199688
2005,Amhara,Head: 10-49,258033
2006,Amhara,Head: 10-49,312637
2007,Amhara,Head: 10-49,353754
2008,Amhara,Head: 10-49,365631
2009,Amhara,Head: 10-49,358974
2010,Amhara,Head: 10-49,421250
2011,Amhara,Head: 10-49,420617
2012,Amhara,Head: 10-49,0
2013,Amhara,Head: 10-49,439246
2014,Amhara,Head: 10-49,586167
2015,Amhara,Head: 10-49,689021
2016,Amhara,Head: 10-49,669252
2017,Amhara,Head: 10-49,547238
2018,Amhara,Head: 10-49,657104
2019,Amhara,Head: 10-49,507944
2020,Amhara,Head: 10-49,601314
2003,Benishangul Gumz,Head: 10-49,0
2004,Benishangul Gumz,Head: 10-49,28938
2005,Benishangul Gumz,Head: 10-49,25240
2006,Benishangul Gumz,Head: 10-49,29712
2007,Benishangul Gumz,Head: 10-49,29692
2008,Benishangul Gumz,Head: 10-49,32503
2009,Benishangul Gumz,Head: 10-49,34138
2010,Benishangul Gumz,Head: 10-49,49069
2011,Benishangul Gumz,Head: 10-49,46619
2012,Benishangul Gumz,Head: 10-49,55513
2013,Benishangul Gumz,Head: 10-49,41213
2014,Benishangul Gumz,Head: 10-49,53960
2015,Benishangul Gumz,Head: 10-49,53213
2016,Benishangul Gumz,Head: 10-49,47497
2017,Benishangul Gumz,Head: 10-49,71093
2018,Benishangul Gumz,Head: 10-49,60056
2019,Benishangul Gumz,Head: 10-49,35174
2020,Benishangul Gumz,Head: 10-49,48321
2003,Dire Dawa,Head: 10-49,0
2004,Dire Dawa,Head: 10-49,613
2005,Dire Dawa,Head: 10-49,865
2006,Dire Dawa,Head: 10-49,677
2007,Dire Dawa,Head: 10-49,904
2008,Dire Dawa,Head: 10-49,381
2009,Dire Dawa,Head: 10-49,531
2010,Dire Dawa,Head: 10-49,2054
2011,Dire Dawa,Head: 10-49,1740
2012,Dire Dawa,Head: 10-49,1699
2013,Dire Dawa,Head: 10-49,1501
2014,Dire Dawa,Head: 10-49,2025
2015,Dire Dawa,Head: 10-49,1520
2016,Dire Dawa,Head: 10-49,2589
2017,Dire Dawa,Head: 10-49,3676
2018,Dire Dawa,Head: 10-49,2234
2019,Dire Dawa,Head: 10-49,2998
2020,Dire Dawa,Head: 10-49,1971
2003,Gambela,Head: 10-49,0
2004,Gambela,Head: 10-49,0
2005,Gambela,Head: 10-49,0
2006,Gambela,Head: 10-49,0
2007,Gambela,Head: 10-49,6435
2008,Gambela,Head: 10-49,6743
2009,Gambela,Head: 10-49,7210
2010,Gambela,Head: 10-49,11580
2011,Gambela,Head: 10-49,12080
2012,Gambela,Head: 10-49,11902
2013,Gambela,Head: 10-49,13324
2014,Gambela,Head: 10-49,12641
2015,Gambela,Head: 10-49,13220
2016,Gambela,Head: 10-49,14695
2017,Gambela,Head: 10-49,11839
2018,Gambela,Head: 10-49,16927
2019,Gambela,Head: 10-49,9006
2020,Gambela,Head: 10-49,11136
2003,Harari,Head: 10-49,0
2004,Harari,Head: 10-49,619
2005,Harari,Head: 10-49,655
2006,Harari,Head: 10-49,750
2007,Harari,Head: 10-49,719
2008,Harari,Head: 10-49,705
2009,Harari,Head: 10-49,1093
2010,Harari,Head: 10-49,1452
2011,Harari,Head: 10-49,872
2012,Harari,Head: 10-49,962
2013,Harari,Head: 10-49,2130
2014,Harari,Head: 10-49,2017
2015,Harari,Head: 10-49,2230
2016,Harari,Head: 10-49,3103
2017,Harari,Head: 10-49,2673
2018,Harari,Head: 10-49,2184
2019,Harari,Head: 10-49,2220
2020,Harari,Head: 10-49,4479
2003,Oromoa,Head: 10-49,0
2004,Oromoa,Head: 10-49,333791
2005,Oromoa,Head: 10-49,359714
2006,Oromoa,Head: 10-49,367094
2007,Oromoa,Head: 10-49,439916
2008,Oromoa,Head: 10-49,400879
2009,Oromoa,Head: 10-49,442473
2010,Oromoa,Head: 10-49,637615
2011,Oromoa,Head: 10-49,505910
2012,Oromoa,Head: 10-49,0
2013,Oromoa,Head: 10-49,629855
2014,Oromoa,Head: 10-49,656905
2015,Oromoa,Head: 10-49,770999
2016,Oromoa,Head: 10-49,674100
2017,Oromoa,Head: 10-49,609395
2018,Oromoa,Head: 10-49,668314
2019,Oromoa,Head: 10-49,0
2020,Oromoa,Head: 10-49,577031
2003,SNNPR,Head: 10-49,0
2004,SNNPR,Head: 10-49,179883
2005,SNNPR,Head: 10-49,185475
2006,SNNPR,Head: 10-49,179371
2007,SNNPR,Head: 10-49,208218
2008,SNNPR,Head: 10-49,191556
2009,SNNPR,Head: 10-49,267101
2010,SNNPR,Head: 10-49,315512
2011,SNNPR,Head: 10-49,210846
2012,SNNPR,Head: 10-49,303228
2013,SNNPR,Head: 10-49,320894
2014,SNNPR,Head: 10-49,311069
2015,SNNPR,Head: 10-49,347607
2016,SNNPR,Head: 10-49,330516
2017,SNNPR,Head: 10-49,306338
2018,SNNPR,Head: 10-49,269611
2019,SNNPR,Head: 10-49,172787
2020,SNNPR,Head: 10-49,169602
2003,Somali,Head: 10-49,0
2004,Somali,Head: 10-49,4419
2005,Somali,Head: 10-49,2585
2006,Somali,Head: 10-49,3140
2007,Somali,Head: 10-49,3372
2008,Somali,Head: 10-49,1908
2009,Somali,Head: 10-49,947
2010,Somali,Head: 10-49,2809
2011,Somali,Head: 10-49,3243
2012,Somali,Head: 10-49,4773
2013,Somali,Head: 10-49,6775
2014,Somali,Head: 10-49,4371
2015,Somali,Head: 10-49,3941
2016,Somali,Head: 10-49,4530
2017,Somali,Head: 10-49,5248
2018,Somali,Head: 10-49,5248
2019,Somali,Head: 10-49,14237
2020,Somali,Head: 10-49,10283
2003,Tigray,Head: 10-49,0
2004,Tigray,Head: 10-49,104030
2005,Tigray,Head: 10-49,108941
2006,Tigray,Head: 10-49,121611
2007,Tigray,Head: 10-49,160786
2008,Tigray,Head: 10-49,131943
2009,Tigray,Head: 10-49,154289
2010,Tigray,Head: 10-49,146205
2011,Tigray,Head: 10-49,186482
2012,Tigray,Head: 10-49,0
2013,Tigray,Head: 10-49,184475
2014,Tigray,Head: 10-49,228702
2015,Tigray,Head: 10-49,223878
2016,Tigray,Head: 10-49,192139
2017,Tigray,Head: 10-49,191002
2018,Tigray,Head: 10-49,182256
2019,Tigray,Head: 10-49,196335
2020,Tigray,Head: 10-49,195745
2003,Addis Ababa,Head: 50-99,0
2004,Addis Ababa,Head: 50-99,0
2005,Addis Ababa,Head: 50-99,0
2006,Addis Ababa,Head: 50-99,0
2007,Addis Ababa,Head: 50-99,0
2008,Addis Ababa,Head: 50-99,0
2009,Addis Ababa,Head: 50-99,0
2010,Addis Ababa,Head: 50-99,0
2011,Addis Ababa,Head: 50-99,0
2012,Addis Ababa,Head: 50-99,0
2013,Addis Ababa,Head: 50-99,0
2014,Addis Ababa,Head: 50-99,0
2015,Addis Ababa,Head: 50-99,0
2016,Addis Ababa,Head: 50-99,0
2017,Addis Ababa,Head: 50-99,0
2018,Addis Ababa,Head: 50-99,0
2019,Addis Ababa,Head: 50-99,0
2020,Addis Ababa,Head: 50-99,0
2003,Afar,Head: 50-99,0
2004,Afar,Head: 50-99,0
2005,Afar,Head: 50-99,47
2006,Afar,Head: 50-99,0
2007,Afar,Head: 50-99,0
2008,Afar,Head: 50-99,0
2009,Afar,Head: 50-99,0
2010,Afar,Head: 50-99,0
2011,Afar,Head: 50-99,31
2012,Afar,Head: 50-99,0
2013,Afar,Head: 50-99,55
2014,Afar,Head: 50-99,0
2015,Afar,Head: 50-99,0
2016,Afar,Head: 50-99,553
2017,Afar,Head: 50-99,433
2018,Afar,Head: 50-99,0
2019,Afar,Head: 50-99,64
2020,Afar,Head: 50-99,57
2003,Amhara,Head: 50-99,0
2004,Amhara,Head: 50-99,0
2005,Amhara,Head: 50-99,0
2006,Amhara,Head: 50-99,0
2007,Amhara,Head: 50-99,183
2008,Amhara,Head: 50-99,681
2009,Amhara,Head: 50-99,0
2010,Amhara,Head: 50-99,1170
2011,Amhara,Head: 50-99,473
2012,Amhara,Head: 50-99,0
2013,Amhara,Head: 50-99,0
2014,Amhara,Head: 50-99,2322
2015,Amhara,Head: 50-99,8205
2016,Amhara,Head: 50-99,4390
2017,Amhara,Head: 50-99,830
2018,Amhara,Head: 50-99,10575
2019,Amhara,Head: 50-99,5840
2020,Amhara,Head: 50-99,3008
2003,Benishangul Gumz,Head: 50-99,0
2004,Benishangul Gumz,Head: 50-99,0
2005,Benishangul Gumz,Head: 50-99,0
2006,Benishangul Gumz,Head: 50-99,78
2007,Benishangul Gumz,Head: 50-99,33
2008,Benishangul Gumz,Head: 50-99,17
2009,Benishangul Gumz,Head: 50-99,133
2010,Benishangul Gumz,Head: 50-99,300
2011,Benishangul Gumz,Head: 50-99,202
2012,Benishangul Gumz,Head: 50-99,168
2013,Benishangul Gumz,Head: 50-99,240
2014,Benishangul Gumz,Head: 50-99,475
2015,Benishangul Gumz,Head: 50-99,520
2016,Benishangul Gumz,Head: 50-99,366
2017,Benishangul Gumz,Head: 50-99,431
2018,Benishangul Gumz,Head: 50-99,189
2019,Benishangul Gumz,Head: 50-99,0
2020,Benishangul Gumz,Head: 50-99,712
2003,Dire Dawa,Head: 50-99,0
2004,Dire Dawa,Head: 50-99,0
2005,Dire Dawa,Head: 50-99,0
2006,Dire Dawa,Head: 50-99,0
2007,Dire Dawa,Head: 50-99,0
2008,Dire Dawa,Head: 50-99,0
2009,Dire Dawa,Head: 50-99,0
2010,Dire Dawa,Head: 50-99,0
2011,Dire Dawa,Head: 50-99,0
2012,Dire Dawa,Head: 50-99,0
2013,Dire Dawa,Head: 50-99,76
2014,Dire Dawa,Head: 50-99,0
2015,Dire Dawa,Head: 50-99,0
2016,Dire Dawa,Head: 50-99,36
2017,Dire Dawa,Head: 50-99,0
2018,Dire Dawa,Head: 50-99,0
2019,Dire Dawa,Head: 50-99,0
2020,Dire Dawa,Head: 50-99,0
2003,Gambela,Head: 50-99,0
2004,Gambela,Head: 50-99,0
2005,Gambela,Head: 50-99,0
2006,Gambela,Head: 50-99,0
2007,Gambela,Head: 50-99,87
2008,Gambela,Head: 50-99,499
2009,Gambela,Head: 50-99,208
2010,Gambela,Head: 50-99,271
2011,Gambela,Head: 50-99,400
2012,Gambela,Head: 50-99,219
2013,Gambela,Head: 50-99,454
2014,Gambela,Head: 50-99,220
2015,Gambela,Head: 50-99,274
2016,Gambela,Head: 50-99,346
2017,Gambela,Head: 50-99,144
2018,Gambela,Head: 50-99,619
2019,Gambela,Head: 50-99,55
2020,Gambela,Head: 50-99,367
2003,Harari,Head: 50-99,0
2004,Harari,Head: 50-99,0
2005,Harari,Head: 50-99,0
2006,Harari,Head: 50-99,0
2007,Harari,Head: 50-99,0
2008,Harari,Head: 50-99,0
2009,Harari,Head: 50-99,0
2010,Harari,Head: 50-99,0
2011,Harari,Head: 50-99,38
2012,Harari,Head: 50-99,0
2013,Harari,Head: 50-99,33
2014,Harari,Head: 50-99,0
2015,Harari,Head: 50-99,0
2016,Harari,Head: 50-99,0
2017,Harari,Head: 50-99,0
2018,Harari,Head: 50-99,0
2019,Harari,Head: 50-99,0
2020,Harari,Head: 50-99,0
2003,Oromoa,Head: 50-99,0
2004,Oromoa,Head: 50-99,0
2005,Oromoa,Head: 50-99,195
2006,Oromoa,Head: 50-99,491
2007,Oromoa,Head: 50-99,625
2008,Oromoa,Head: 50-99,582
2009,Oromoa,Head: 50-99,0
2010,Oromoa,Head: 50-99,1212
2011,Oromoa,Head: 50-99,396
2012,Oromoa,Head: 50-99,0
2013,Oromoa,Head: 50-99,697
2014,Oromoa,Head: 50-99,466
2015,Oromoa,Head: 50-99,1382
2016,Oromoa,Head: 50-99,1033
2017,Oromoa,Head: 50-99,0
2018,Oromoa,Head: 50-99,3926
2019,Oromoa,Head: 50-99,0
2020,Oromoa,Head: 50-99,2249
2003,SNNPR,Head: 50-99,0
2004,SNNPR,Head: 50-99,0
2005,SNNPR,Head: 50-99,87
2006,SNNPR,Head: 50-99,89
2007,SNNPR,Head: 50-99,62
2008,SNNPR,Head: 50-99,285
2009,SNNPR,Head: 50-99,907
2010,SNNPR,Head: 50-99,0
2011,SNNPR,Head: 50-99,78
2012,SNNPR,Head: 50-99,257
2013,SNNPR,Head: 50-99,320
2014,SNNPR,Head: 50-99,360
2015,SNNPR,Head: 50-99,1067
2016,SNNPR,Head: 50-99,350
2017,SNNPR,Head: 50-99,0
2018,SNNPR,Head: 50-99,511
2019,SNNPR,Head: 50-99,1282
2020,SNNPR,Head: 50-99,1144
2003,Somali,Head: 50-99,0
2004,Somali,Head: 50-99,0
2005,Somali,Head: 50-99,0
2006,Somali,Head: 50-99,0
2007,Somali,Head: 50-99,0
2008,Somali,Head: 50-99,0
2009,Somali,Head: 50-99,0
2010,Somali,Head: 50-99,0
2011,Somali,Head: 50-99,0
2012,Somali,Head: 50-99,70
2013,Somali,Head: 50-99,0
2014,Somali,Head: 50-99,135
2015,Somali,Head: 50-99,77
2016,Somali,Head: 50-99,0
2017,Somali,Head: 50-99,0
2018,Somali,Head: 50-99,0
2019,Somali,Head: 50-99,114
2020,Somali,Head: 50-99,492
2003,Tigray,Head: 50-99,0
2004,Tigray,Head: 50-99,0
2005,Tigray,Head: 50-99,183
2006,Tigray,Head: 50-99,671
2007,Tigray,Head: 50-99,71
2008,Tigray,Head: 50-99,303
2009,Tigray,Head: 50-99,0
2010,Tigray,Head: 50-99,174
2011,Tigray,Head: 50-99,199
2012,Tigray,Head: 50-99,0
2013,Tigray,Head: 50-99,191
2014,Tigray,Head: 50-99,984
2015,Tigray,Head: 50-99,1668
2016,Tigray,Head: 50-99,584
2017,Tigray,Head: 50-99,0
2018,Tigray,Head: 50-99,1511
2019,Tigray,Head: 50-99,1671
2020,Tigray,Head: 50-99,1671
2003,Addis Ababa,Head: 100-199,0
2004,Addis Ababa,Head: 100-199,0
2005,Addis Ababa,Head: 100-199,0
2006,Addis Ababa,Head: 100-199,0
2007,Addis Ababa,Head: 100-199,0
2008,Addis Ababa,Head: 100-199,0
2009,Addis Ababa,Head: 100-199,0
2010,Addis Ababa,Head: 100-199,0
2011,Addis Ababa,Head: 100-199,0
2012,Addis Ababa,Head: 100-199,0
2013,Addis Ababa,Head: 100-199,0
2014,Addis Ababa,Head: 100-199,0
2015,Addis Ababa,Head: 100-199,0
2016,Addis Ababa,Head: 100-199,0
2017,Addis Ababa,Head: 100-199,0
2018,Addis Ababa,Head: 100-199,0
2019,Addis Ababa,Head: 100-199,0
2020,Addis Ababa,Head: 100-199,0
2003,Afar,Head: 100-199,0
2004,Afar,Head: 100-199,0
2005,Afar,Head: 100-199,0
2006,Afar,Head: 100-199,0
2007,Afar,Head: 100-199,0
2008,Afar,Head: 100-199,0
2009,Afar,Head: 100-199,0
2010,Afar,Head: 100-199,0
2011,Afar,Head: 100-199,0
2012,Afar,Head: 100-199,0
2013,Afar,Head: 100-199,0
2014,Afar,Head: 100-199,0
2015,Afar,Head: 100-199,0
2016,Afar,Head: 100-199,0
2017,Afar,Head: 100-199,0
2018,Afar,Head: 100-199,0
2019,Afar,Head: 100-199,0
2020,Afar,Head: 100-199,0
2003,Amhara,Head: 100-199,0
2004,Amhara,Head: 100-199,0
2005,Amhara,Head: 100-199,0
2006,Amhara,Head: 100-199,0
2007,Amhara,Head: 100-199,0
2008,Amhara,Head: 100-199,0
2009,Amhara,Head: 100-199,0
2010,Amhara,Head: 100-199,0
2011,Amhara,Head: 100-199,0
2012,Amhara,Head: 100-199,0
2013,Amhara,Head: 100-199,0
2014,Amhara,Head: 100-199,0
2015,Amhara,Head: 100-199,0
2016,Amhara,Head: 100-199,1060
2017,Amhara,Head: 100-199,0
2018,Amhara,Head: 100-199,791
2019,Amhara,Head: 100-199,434
2020,Amhara,Head: 100-199,143
2003,Benishangul Gumz,Head: 100-199,0
2004,Benishangul Gumz,Head: 100-199,0
2005,Benishangul Gumz,Head: 100-199,0
2006,Benishangul Gumz,Head: 100-199,0
2007,Benishangul Gumz,Head: 100-199,0
2008,Benishangul Gumz,Head: 100-199,0
2009,Benishangul Gumz,Head: 100-199,0
2010,Benishangul Gumz,Head: 100-199,0
2011,Benishangul Gumz,Head: 100-199,0
2012,Benishangul Gumz,Head: 100-199,0
2013,Benishangul Gumz,Head: 100-199,0
2014,Benishangul Gumz,Head: 100-199,0
2015,Benishangul Gumz,Head: 100-199,0
2016,Benishangul Gumz,Head: 100-199,0
2017,Benishangul Gumz,Head: 100-199,246
2018,Benishangul Gumz,Head: 100-199,0
2019,Benishangul Gumz,Head: 100-199,0
2020,Benishangul Gumz,Head: 100-199,0
2003,Dire Dawa,Head: 100-199,0
2004,Dire Dawa,Head: 100-199,0
2005,Dire Dawa,Head: 100-199,0
2006,Dire Dawa,Head: 100-199,0
2007,Dire Dawa,Head: 100-199,0
2008,Dire Dawa,Head: 100-199,0
2009,Dire Dawa,Head: 100-199,0
2010,Dire Dawa,Head: 100-199,0
2011,Dire Dawa,Head: 100-199,0
